Year,Sale Price,Carpet Area
2011,62679,1321
2011,61819,954
2011,64328,2124
2011,63378,1210
2011,66046,2690
2011,64442,1416
2011,60000,1996
2011,67385,1940
2011,60000,1443
2011,61766,1249
2011,60000,513
2011,60000,1766
2011,67693,2048
2011,61212,2190
2011,62479,1636
2011,60408,1756
2011,64977,2564
2011,62715,859
2011,63942,1747
2011,60000,1199
2011,67112,2912
2011,62101,1174
2011,62674,1507
2011,67652,1849
2011,61122,2961
2011,60000,1085
2011,60000,947
2011,62617,1756
2011,60000,2485
2011,60000,2047
2011,60000,2969
2011,60136,1199
2011,60760,2554
2011,60000,2680
2011,60000,1056
2011,64130,1325
2011,60000,794
2011,61185,1554
2011,67312,2910
2011,62970,2074
2011,67418,2629
2011,66761,2903
2011,60000,1088
2011,60000,2512
2011,63363,925
2011,64650,690
2011,60000,1747
2011,60000,1935
2011,62009,2757
2011,61667,2853
2011,60000,1203
2011,64828,1186
2011,66307,784
2011,60000,1215
2011,61960,973
2011,60000,1262
2011,60136,1447
2011,60000,2928
2011,60000,1530
2011,67086,528
2011,62982,1406
2011,60000,2626
2011,60000,1750
2011,66855,1493
2011,63407,521
2011,60000,2948
2011,60895,1071
2011,67254,2882
2011,60000,1745
2011,66344,2584
2011,60000,1488
2011,60604,777
2011,60000,1385
2011,62119,1719
2011,63901,983
2011,60319,1765
2011,61609,1230
2011,60387,2739
2011,66918,1540
2011,66834,1417
2011,60000,2387
2011,63680,855
2011,63044,1693
2011,63238,2216
2011,66551,2876
2011,60000,1079
2011,60000,2433
2011,63592,1880
2011,67182,1790
2011,60913,2140
2011,62124,2530
2011,60000,1451
2011,67537,1718
2011,60000,1420
2011,67045,1855
2011,60000,669
2011,63820,1020
2011,62686,1986
2011,60000,1487
2011,66122,539
2011,63007,1392
2011,60000,659
2011,64018,2669
2011,60000,553
2011,61737,1226
2011,60000,2044
2011,60085,1543
2011,60000,2413
2011,64126,1280
2011,60000,2276
2011,60000,2414
2011,60000,2966
2011,60000,1349
2011,60000,2609
2011,60392,2763
2011,62693,502
2011,64374,2096
2011,60000,2060
2011,62138,1918
2011,60000,1454
2011,62980,1846
2011,60000,2091
2011,60000,2389
2011,60000,2587
2011,62126,2496
2011,67651,2272
2011,63230,2662
2011,62694,1812
2011,67151,715
2011,61640,2883
2011,66779,2639
2011,60468,2900
2011,60000,2204
2011,62564,862
2011,65961,1785
2011,67303,2896
2011,63684,817
2011,64323,2771
2011,66713,1483
2011,63502,1474
2011,63930,537
2011,60000,2875
2011,60000,1774
2011,65653,1699
2011,60000,2125
2011,64996,1413
2011,66404,953
2011,60000,536
2011,62206,2211
2011,64005,1295
2011,67316,1472
2011,60000,1637
2011,67764,1824
2011,67605,1069
2011,63436,2506
2011,67984,1092
2011,60000,1237
2011,60000,2543
2011,60000,501
2011,64454,2772
2011,65616,2268
2011,60000,2449
2011,62069,2663
2011,60000,741
2011,63190,1417
2011,60000,589
2011,60000,2209
2011,67676,2669
2011,65816,642
2011,60000,605
2011,60000,1386
2011,66692,2741
2011,60000,927
2011,63567,2451
2011,60000,1213
2011,61467,1228
2011,60000,2543
2011,60000,601
2011,62832,1915
2011,63623,1278
2011,63896,713
2011,63173,1435
2011,60000,1611
2011,60000,2948
2011,63056,2195
2011,62511,1091
2011,64155,1833
2011,65426,1609
2011,65233,2639
2011,60000,2076
2011,65300,1828
2011,67260,2395
2011,64130,2494
2011,60000,707
2011,60000,1399
2011,64655,521
2011,62486,909
2011,66607,1394
2011,63202,1014
2011,60000,1607
2011,62878,1308
2011,60690,513
2011,62827,1470
2011,60429,2634
2011,64076,2060
2011,60000,1953
2011,60000,1824
2011,66593,1373
2011,62274,958
2011,67513,2554
2011,60000,2930
2011,60000,816
2011,60000,2486
2011,65992,1134
2011,65745,2425
2011,61402,2556
2011,60000,2770
2011,60000,1939
2011,63245,1215
2011,62214,1787
2011,60000,2213
2011,60000,2383
2011,66362,1607
2011,60000,1841
2011,64788,610
2011,65106,750
2011,62657,1824
2011,60000,2558
2011,65929,1052
2011,64041,665
2011,65301,2030
2011,62312,1069
2011,63194,1433
2011,67447,2480
2011,62906,2355
2011,67261,1292
2011,60000,1910
2011,62287,1291
2011,60000,1794
2011,65222,2755
2011,66352,2107
2011,65568,1583
2011,60000,2977
2011,60000,1484
2011,60000,2309
2011,66873,2180
2011,60000,2476
2011,60000,583
2011,62490,2500
2011,65874,2067
2011,64179,2944
2011,60000,538
2011,60016,1386
2011,61881,2704
2011,64547,2182
2011,67457,1598
2011,67808,2210
2011,67327,1473
2011,64752,2062
2011,64610,1488
2011,60000,520
2011,64175,2850
2011,62291,2323
2011,60000,1019
2011,60000,1368
2011,60370,1550
2011,60000,1513
2011,60295,616
2011,64105,2933
2011,67741,1867
2011,63228,1083
2011,66579,894
2011,64903,1587
2011,60000,571
2011,63987,773
2011,60000,2513
2011,60068,1843
2011,67880,837
2011,60233,1090
2011,66303,1889
2011,64516,1106
2011,60000,1516
2011,60000,2201
2011,60000,1015
2011,60000,2263
2011,60000,2535
2011,66303,2746
2011,61183,2209
2011,60000,1020
2011,65188,2934
2011,60000,848
2011,64477,1459
2011,60000,1192
2011,62314,2463
2011,60000,2059
2011,60000,877
2011,60000,1026
2011,60000,2753
2011,61924,1759
2011,60000,2375
2012,65000,1137
2012,69908,2808
2012,72643,2596
2012,65000,2903
2012,65000,2125
2012,65000,2503
2012,65000,1203
2012,66150,1509
2012,65000,687
2012,69017,2361
2012,65000,1705
2012,65150,1185
2012,72713,2351
2012,67561,2119
2012,65000,2187
2012,66506,1484
2012,71700,1047
2012,65000,1931
2012,69766,1375
2012,65000,1140
2012,70321,2456
2012,65000,2528
2012,71521,1080
2012,68780,1117
2012,70204,2625
2012,69739,2671
2012,65000,574
2012,70177,2684
2012,65343,1101
2012,71309,1336
2012,69882,2028
2012,65000,2096
2012,65000,1872
2012,72647,637
2012,67009,2294
2012,72987,1472
2012,65000,2142
2012,72962,2385
2012,65000,2801
2012,65445,2400
2012,70706,1949
2012,71718,1046
2012,72873,1421
2012,65352,2597
2012,69439,999
2012,72094,1395
2012,65000,1865
2012,65000,1171
2012,65000,1671
2012,69437,1995
2012,70276,1443
2012,65084,2746
2012,65000,1949
2012,67059,1836
2012,65000,664
2012,72771,2861
2012,65000,2501
2012,67491,2568
2012,65000,2253
2012,69109,2852
2012,68073,2438
2012,69077,870
2012,65000,2380
2012,68213,1352
2012,65000,883
2012,71383,2082
2012,66353,2431
2012,65000,1605
2012,67437,1922
2012,65000,2510
2012,65000,1189
2012,68476,1743
2012,65000,1402
2012,71939,662
2012,68954,2474
2012,65346,769
2012,65043,1131
2012,65000,1405
2012,70699,2514
2012,65126,2141
2012,68220,704
2012,69098,1081
2012,71296,2079
2012,67813,1340
2012,72191,2336
2012,71186,1751
2012,70698,2219
2012,72857,2142
2012,71801,2797
2012,71745,1374
2012,69645,1964
2012,65000,2743
2012,68707,2961
2012,67266,2233
2012,66540,2156
2012,65000,2510
2012,65000,2278
2012,69078,1514
2012,65000,1593
2012,70396,1624
2012,65000,1197
2012,67027,2679
2012,65000,1904
2012,71393,1655
2012,65000,1543
2012,65000,1537
2012,71722,2429
2012,65658,726
2012,65000,2328
2012,65000,1992
2012,71645,1321
2012,71703,2523
2012,65000,1370
2012,65000,2952
2012,66446,2749
2012,72218,2585
2012,65000,1513
2012,65000,2295
2012,65626,2497
2012,67424,813
2012,72857,2992
2012,72155,2676
2012,65000,2399
2012,65000,1784
2012,71425,1014
2012,65000,948
2012,70047,2423
2012,65000,2006
2012,68984,1747
2012,65000,2756
2012,70001,2355
2012,65390,1928
2012,66635,2849
2012,65000,2778
2012,65000,2254
2012,65000,1422
2012,65179,2659
2012,66573,1536
2012,65000,1916
2012,65776,2781
2012,65000,1373
2012,65000,898
2012,68711,687
2012,68782,1440
2012,65000,682
2012,65000,2660
2012,66342,1706
2012,72636,1669
2012,65000,1330
2012,66059,2151
2012,68884,1636
2012,65655,975
2012,72091,1826
2012,65000,1873
2012,65000,1470
2012,67725,1641
2012,65000,2336
2012,65000,660
2012,70445,2948
2012,71536,697
2012,72157,1783
2012,65000,1159
2012,65000,2275
2012,68712,1570
2012,65797,1519
2012,69208,1580
2012,67099,1239
2012,65109,2566
2012,66644,2820
2012,65000,1025
2012,65000,835
2012,65463,1578
2012,65000,661
2012,68586,1093
2012,65000,2438
2012,70960,2706
2012,65000,559
2012,72052,931
2012,68465,2401
2012,70205,905
2012,72625,1163
2012,65000,1632
2012,71758,1599
2012,72894,1041
2012,68357,1837
2012,69759,1497
2012,66154,1640
2012,65420,1367
2012,68920,2758
2012,65000,924
2012,65000,1480
2012,65000,1128
2012,65000,726
2012,65000,764
2012,65000,1895
2012,69768,1957
2012,70640,1145
2012,66731,2758
2012,71128,1918
2012,65000,1973
2012,65791,1887
2012,68783,1429
2012,65000,2399
2012,68905,1481
2012,69127,1654
2012,66047,1087
2012,72529,975
2012,68032,2321
2012,65000,1485
2012,66368,2703
2012,71040,1741
2012,72236,689
2012,65000,1749
2012,66732,1940
2012,67833,2439
2012,65000,2900
2012,65000,2913
2012,70433,2281
2012,67014,2310
2012,65000,2047
2012,65000,2430
2012,70361,1652
2012,72430,1074
2012,65000,2410
2012,65000,1512
2012,69078,2743
2012,68619,1169
2012,65000,1783
2012,66090,1423
2012,68508,1625
2012,66082,2029
2012,65000,2258
2012,65000,2094
2012,65000,746
2012,66917,2060
2012,65000,2678
2012,70462,768
2012,69631,2807
2012,65000,2198
2012,68907,540
2012,65383,2548
2012,65000,1467
2012,69905,1354
2012,65000,1139
2012,69299,2738
2012,72398,2102
2012,68442,941
2012,65000,2444
2012,70246,2338
2012,65000,623
2012,65000,2329
2012,65000,1032
2012,71653,2774
2012,71577,1836
2012,65000,1448
2012,68601,2519
2012,65000,959
2012,65000,1050
2012,67294,892
2012,65000,861
2012,67867,2690
2012,65000,2215
2012,67179,2183
2012,70326,2458
2012,71787,2854
2012,71148,1442
2012,65000,837
2012,65000,1837
2012,70361,1598
2012,65000,2826
2012,68941,1395
2012,65000,2820
2012,65000,2174
2012,65000,2748
2012,71996,1430
2012,71894,1223
2012,65000,2819
2012,65000,2453
2012,70527,1589
2012,65000,982
2012,67979,1435
2012,65000,2795
2012,70181,655
2012,67057,1570
2012,65000,788
2012,65000,1112
2012,68503,1187
2012,65000,2415
2012,69274,1136
2012,71163,1087
2012,68946,843
2012,72322,1817
2012,72732,2479
2012,66236,1070
2012,66078,1110
2012,65000,2227
2012,69094,2790
2012,72080,934
2012,67005,2354
2012,65000,2579
2012,70169,2938
2012,65000,2824
2012,65000,1031
2012,68595,1677
2012,72803,2930
2012,70971,1591
2012,69579,2401
2012,65000,1383
2012,66675,1459
2012,65000,2761
2012,66295,2403
2012,65000,1580
2012,65000,1394
2012,66563,2874
2012,69465,1097
2012,65631,2836
2012,72003,1092
2012,70817,2187
2012,70574,1072
2012,69633,2575
2012,71171,2590
2012,69989,597
2012,72582,2204
2012,72201,676
2012,65000,1028
2012,72473,2133
2012,69461,1465
2012,65000,2017
2012,65000,697
2012,65000,1352
2012,71815,2037
2012,65000,2569
2012,67904,2970
2012,71106,2178
2012,65000,2923
2012,70339,2760
2012,66895,2711
2012,72765,984
2012,71561,1404
2012,69131,1058
2012,65000,2467
2012,66477,2785
2012,65000,1627
2012,65000,1733
2012,70532,967
2012,72197,1820
2012,71244,2933
2012,65000,2934
2012,65000,758
2012,65000,782
2012,72668,2149
2012,65000,2398
2012,65000,539
2012,65000,2767
2012,65000,1514
2012,65000,1112
2012,68321,1347
2012,65000,975
2012,65000,507
2012,71130,2815
2012,72120,2626
2012,70232,2249
2012,68219,1281
2012,65000,2605
2012,69444,1380
2012,65000,946
2012,70238,2613
2012,65543,2283
2012,65000,1777
2012,72215,2491
2012,72588,1567
2012,67062,2077
2012,65000,1511
2012,66430,2774
2012,65000,1273
2012,65000,2314
2012,71970,2926
2012,65000,1701
2012,65000,1950
2012,70831,806
2012,70185,1278
2012,65724,2708
2012,65897,2683
2012,71083,2689
2012,65000,1804
2012,69472,2193
2012,66276,633
2012,65895,1447
2012,67115,572
2012,66656,898
2012,70552,1928
2012,65000,629
2012,67029,2311
2012,66099,2501
2012,69499,2326
2012,65000,765
2012,65000,2485
2012,66052,1292
2012,65000,2800
2012,66116,1812
2012,70404,663
2012,70544,594
2012,65000,2305
2012,69847,1633
2012,69771,2883
2012,65000,2060
2012,65000,1321
2012,65000,1952
2012,65000,541
2012,65000,2908
2012,65000,840
2012,65000,2510
2012,65000,2996
2012,65000,2366
2012,70573,1334
2012,65000,1703
2012,69508,2225
2012,69235,2189
2012,65000,1093
2012,71036,810
2012,66262,1942
2012,65000,905
2012,65000,2690
2012,70724,841
2012,72020,1839
2012,65178,743
2012,66980,989
2012,69200,511
2012,65000,1060
2012,69227,761
2012,65000,2101
2012,68467,737
2012,65000,2460
2012,65000,1189
2012,65000,1776
2012,65370,2450
2012,65000,1579
2012,72257,1986
2012,72504,956
2012,67473,1482
2012,72060,2630
2012,69400,1622
2012,65342,2929
2012,67351,648
2012,66638,1679
2012,66570,689
2012,65000,1382
2012,69110,2810
2012,67595,899
2012,72115,1108
2012,66294,2295
2012,66527,2138
2012,65757,2075
2012,72595,1852
2012,65000,2928
2012,70985,1141
2012,65000,2453
2012,65000,1548
2012,67175,2176
2012,70225,1463
2012,69556,1036
2012,68320,2103
2012,69206,2479
2012,69991,627
2012,66812,591
2012,67519,1042
2012,65000,2892
2012,69710,1345
2012,72373,2351
2012,65000,2994
2012,72065,889
2012,65238,2384
2012,70666,542
2012,66089,753
2012,71677,1583
2012,66257,2834
2012,72241,2040
2012,67705,2181
2012,65000,2648
2012,65000,2661
2012,72144,980
2012,72875,1199
2012,65000,2849
2012,70055,2103
2012,65000,1741
2012,65000,1625
2012,65000,2835
2012,65000,1690
2012,69519,1505
2012,70600,535
2012,71865,1498
2012,68125,1243
2012,65000,852
2012,65000,2422
2012,65105,572
2012,65000,1876
2012,68133,2414
2012,65000,1593
2012,65704,2972
2012,71424,1207
2012,67848,2304
2012,65208,2264
2012,72975,1455
2012,66924,2077
2012,70824,2326
2012,65000,1414
2012,65000,1962
2012,65000,2789
2012,67114,1080
2012,69539,2084
2012,71873,982
2012,65000,1749
2012,72781,1172
2012,65000,1130
2012,69829,762
2012,65000,1161
2012,65000,1487
2012,67761,2046
2012,65000,1149
2012,69042,1468
2012,65000,1600
2012,65450,940
2012,65000,1420
2012,65000,1269
2012,68189,1843
2012,69013,2966
2012,65000,2186
2012,69816,2975
2012,65000,2696
2012,65000,2431
2012,67232,2179
2012,71339,736
2012,72281,847
2012,65000,1129
2012,65000,2040
2012,69108,2503
2012,72178,1771
2012,65000,863
2012,65592,1923
2012,65000,2868
2012,72592,648
2012,68927,1607
2012,71760,2953
2012,66059,955
2012,71530,2266
2012,67010,1299
2012,71207,1684
2012,67117,1512
2012,71081,2023
2012,69153,785
2012,65000,659
2012,72040,1156
2012,69218,1132
2012,66228,2235
2012,72057,2085
2012,66471,566
2012,65000,2928
2012,70693,557
2012,70139,841
2012,65000,1653
2012,65000,1695
2012,65000,1732
2012,65252,2602
2012,65000,2901
2012,71556,615
2012,71214,1161
2012,71563,1965
2012,71022,2368
2012,68234,2834
2012,69135,1516
2012,70582,810
2012,65445,707
2012,70737,2993
2012,70603,1994
2012,66570,1882
2012,69196,2321
2012,68212,1319
2012,65000,2011
2012,69206,1269
2012,65000,2921
2012,70030,1280
2012,71380,2216
2012,65243,2707
2012,66542,2898
2012,66936,1811
2012,68906,1749
2012,65000,2382
2012,72046,1022
2012,72611,1282
2012,65000,2820
2012,72757,1435
2012,65000,2730
2012,66012,2188
2012,65000,987
2012,67151,2350
2012,68564,1345
2012,71827,2671
2012,70733,1021
2012,65000,2961
2012,69884,1151
2012,66894,2301
2012,67311,2537
2012,65000,1843
2012,65539,2685
2012,69873,2073
2012,72289,1491
2012,72208,2915
2012,70828,1746
2012,66787,859
2012,65000,1420
2012,71608,2696
2012,65000,2876
2012,65000,2327
2012,65000,2113
2012,71371,2140
2012,67052,2716
2012,65000,716
2012,67102,877
2012,65000,618
2012,68105,689
2012,68636,869
2012,66441,1462
2012,65047,2897
2012,68227,2503
2012,65203,1185
2012,69667,782
2012,72149,1986
2012,65000,1930
2012,70037,587
2012,69600,1567
2012,65291,960
2012,65495,2825
2012,69900,2968
2012,71130,2224
2012,66284,2983
2012,67285,1876
2012,65000,1202
2012,66869,2153
2012,69435,2566
2012,72168,522
2012,65000,2960
2012,65000,1553
2012,65000,2330
2012,70617,2655
2012,65752,1903
2012,69852,1014
2012,70823,2248
2012,66295,962
2012,65000,1269
2012,65000,2660
2012,65000,2669
2012,65000,2067
2012,65699,1745
2012,72337,538
2012,66807,1279
2012,66674,1756
2012,65000,2696
2012,67227,2427
2012,65000,712
2012,67000,801
2012,65000,1146
2012,65010,1162
2012,65000,2259
2012,69654,2750
2012,72868,755
2012,69776,1097
2012,65000,1161
2012,65000,734
2012,65000,1868
2012,72960,2785
2012,65000,1272
2012,68853,2783
2012,71695,2989
2012,65000,2760
2012,70658,2509
2012,65000,741
2012,67622,2885
2012,67327,2520
2012,69738,672
2012,68841,1171
2012,69160,663
2012,70829,964
2012,65000,2612
2012,66652,996
2012,68632,2942
2012,67421,1202
2012,65016,2440
2012,65000,2855
2012,65000,2291
2012,65000,682
2012,71921,1128
2012,72098,2231
2012,69769,1045
2012,66780,1199
2012,72200,1400
2012,66602,1946
2012,71543,2411
2012,72987,1319
2012,65000,1784
2012,71794,919
2012,65699,623
2012,65000,921
2012,65000,2008
2012,70793,2097
2012,69382,1267
2012,66764,2544
2012,65101,2702
2012,72323,2639
2012,72640,2049
2012,67843,2264
2012,65000,2544
2012,65472,1634
2012,70106,1009
2012,65189,1706
2012,65000,2097
2012,71238,2952
2012,65000,2793
2012,65000,1241
2012,66704,2087
2012,65000,1123
2012,65051,885
2012,70756,1243
2012,65000,1939
2012,65000,2996
2012,65000,2634
2012,71015,2648
2012,67397,1531
2012,65000,1344
2012,69777,586
2012,68258,2590
2012,71253,907
2012,67979,2168
2012,65000,2824
2012,72345,731
2012,67426,2450
2012,68533,865
2012,65249,2174
2012,70966,935
2012,65291,898
2012,65000,1734
2012,70853,1093
2012,69424,1914
2012,65000,1062
2012,70593,1355
2012,69686,578
2012,65000,647
2012,65000,1275
2012,72075,2448
2012,71811,1959
2012,70060,2747
2012,70526,2568
2012,65000,2944
2012,69208,604
2012,72598,2739
2012,65000,892
2012,65000,924
2012,65000,2268
2012,66813,516
2012,65000,1071
2012,70294,2576
2012,71151,1620
2012,65000,741
2012,72944,1258
2012,70123,2779
2012,65000,1214
2012,67123,2676
2012,70754,1288
2013,70000,2345
2013,70000,1156
2013,72446,2711
2013,70000,2409
2013,71770,2546
2013,77917,2389
2013,74732,1640
2013,71099,766
2013,77135,2793
2013,73555,1807
2013,70000,2208
2013,70000,2611
2013,70000,1498
2013,70000,2686
2013,71549,2284
2013,72121,1737
2013,77743,2651
2013,74958,2820
2013,70000,2982
2013,70280,1495
2013,70000,1634
2013,76023,1408
2013,75699,1803
2013,74715,2482
2013,70000,1335
2013,75748,2942
2013,70000,2022
2013,70000,2127
2013,70782,664
2013,71257,2010
2013,74793,1214
2013,70000,1476
2013,70000,864
2013,70000,1402
2013,70000,858
2013,70962,2546
2013,70299,2210
2013,74917,2470
2013,72574,1103
2013,70000,581
2013,70000,2472
2013,70000,2214
2013,73453,1203
2013,70000,2446
2013,73597,898
2013,75382,2954
2013,70000,975
2013,70435,1739
2013,73435,1751
2013,77777,1194
2013,70000,1081
2013,70000,1363
2013,77329,2271
2013,75917,1165
2013,73785,2694
2013,70548,1382
2013,70000,2105
2013,76421,1517
2013,76479,1057
2013,77265,2460
2013,72629,1543
2013,73325,1707
2013,70000,2110
2013,77111,638
2013,72693,1678
2013,73264,2056
2013,77686,744
2013,72842,1410
2013,71721,2672
2013,72002,2350
2013,70000,2809
2013,70000,2341
2013,72373,1757
2013,70907,2995
2013,71097,862
2013,77553,2537
2013,70656,1056
2013,75177,2622
2013,73984,942
2013,70000,1899
2013,73286,1957
2013,70901,2400
2013,74325,2148
2013,70000,1554
2013,73429,1332
2013,76138,1963
2013,70000,1429
2013,70000,1915
2013,72045,2872
2013,70000,1075
2013,70772,2329
2013,70000,1316
2013,70000,2942
2013,72137,662
2013,70000,625
2013,70000,1041
2013,72340,2669
2013,72179,2672
2013,72967,2072
2013,77415,1503
2013,76871,882
2013,77379,840
2013,76916,1261
2013,73734,1939
2013,70000,1877
2013,76795,2077
2013,70777,1446
2013,70000,2890
2013,70947,1902
2013,70000,1320
2013,77677,864
2013,70000,2432
2013,70000,2852
2013,77330,799
2013,70000,567
2013,76393,2656
2013,70179,2436
2013,75902,2023
2013,71610,2978
2013,71430,558
2013,72154,576
2013,75145,1296
2013,71488,2916
2013,70000,2748
2013,71525,2543
2013,70000,1285
2013,70000,2231
2013,75142,623
2013,70175,2717
2013,73648,1801
2013,70078,2363
2013,75322,2955
2013,77168,2884
2013,77436,2807
2013,70448,1553
2013,70000,1545
2013,77477,552
2013,76757,1511
2013,74074,2959
2013,71406,659
2013,73591,1159
2013,71907,2087
2013,73800,2089
2013,70000,1979
2013,70671,1969
2013,71928,682
2013,75340,2884
2013,70000,2578
2013,70000,1804
2013,74011,1576
2013,70000,2056
2013,74011,936
2013,70000,2193
2013,77411,2868
2013,70000,2088
2013,70000,1550
2013,72857,2090
2013,74700,1131
2013,72870,1473
2013,70693,1738
2013,70000,2842
2013,70000,1813
2013,75331,1728
2013,76221,1994
2013,70000,1989
2013,74956,1535
2013,71140,2002
2013,75837,1975
2013,70000,927
2013,77797,2197
2013,70000,2446
2013,72898,636
2013,71548,2142
2013,70000,1132
2013,70000,1167
2013,72758,1680
2013,75900,2355
2013,71793,1388
2013,72638,2872
2013,72993,2937
2013,71007,2450
2013,70542,2460
2013,74092,1317
2013,76276,1611
2013,71356,2756
2013,75201,2841
2013,73433,2309
2013,72380,2384
2013,70000,1764
2013,70000,1490
2013,70000,1964
2013,70000,2239
2013,73656,1598
2013,76234,853
2013,70000,1349
2013,70000,2450
2013,75634,2299
2013,70000,615
2013,71036,2658
2013,70000,1536
2013,70887,1588
2013,77470,1078
2013,77916,1041
2013,72961,612
2013,75749,2811
2013,70827,518
2013,73737,556
2013,70000,1809
2013,77027,1195
2013,70000,2741
2013,70000,1727
2013,72394,2499
2013,76996,776
2013,74651,625
2013,70000,2867
2013,75793,2333
2013,71164,1182
2013,75636,2249
2013,70000,521
2013,70000,1637
2013,70000,2834
2013,70000,2224
2013,70000,1442
2013,73616,1536
2013,71272,2990
2013,70000,1846
2013,70000,2694
2013,71172,1339
2013,74312,1380
2013,72177,524
2013,73433,2072
2013,70000,2548
2013,77287,2072
2013,73123,1997
2013,70000,949
2013,73980,2869
2013,72451,661
2013,73906,2922
2013,76041,2180
2013,70000,1589
2013,77218,2051
2013,71869,857
2013,70000,1646
2013,72088,2630
2013,70000,2592
2013,73080,1813
2013,72099,2515
2013,70000,2731
2013,74047,687
2013,72340,1598
2013,72083,1881
2013,71230,2514
2013,75340,913
2013,74223,1441
2013,70000,1301
2013,70000,2741
2013,76768,1046
2013,77374,756
2013,70000,700
2013,72788,2735
2013,76698,1147
2013,73599,2267
2013,72650,640
2013,70000,1409
2013,76280,1950
2013,70000,2028
2013,70000,2511
2013,71420,2073
2013,77519,2779
2013,77089,905
2013,75142,1319
2013,70000,2573
2013,74866,1158
2013,70000,2396
2013,77686,1026
2013,70330,2721
2013,70510,2985
2013,75738,2879
2013,73754,1947
2013,76754,842
2013,75681,1531
2013,73964,1227
2013,71493,981
2013,75229,1476
2013,76615,1558
2013,75759,1847
2013,70439,2428
2013,74765,2544
2013,76886,2486
2013,71511,1799
2013,76483,1827
2013,72504,1848
2013,70000,1160
2013,76911,2290
2013,70000,1992
2013,73551,2085
2013,70000,2311
2013,70000,1004
2013,76185,678
2013,74154,631
2013,76824,1814
2013,70000,641
2013,71979,1947
2013,74805,1366
2013,74832,2144
2013,75408,2640
2013,77504,940
2013,73569,861
2013,77406,1990
2013,70000,782
2013,71910,1229
2013,73561,761
2013,70000,1279
2013,70000,2436
2013,73843,993
2013,70978,2761
2013,70607,2292
2013,70000,1884
2013,75613,2894
2013,70000,1685
2013,74908,2507
2013,71303,693
2013,70000,2015
2013,74503,1078
2013,76551,2623
2013,73714,1929
2013,70000,1271
2013,75512,2895
2013,74127,1978
2013,72569,2346
2013,75422,1610
2013,77232,1955
2013,70784,1278
2013,70000,2815
2013,70946,1798
2013,70000,1949
2013,71267,582
2013,72128,2467
2013,76889,1161
2013,76029,2250
2013,77275,653
2013,70000,769
2013,76435,923
2013,76551,780
2013,70000,2404
2013,70000,1095
2013,72031,2030
2013,77180,2546
2013,77258,2065
2013,74759,2182
2013,70341,1339
2013,70000,1000
2013,75736,641
2013,70000,1877
2013,70000,1966
2013,76182,2954
2013,72697,2766
2013,70000,1145
2013,76660,1638
2013,72165,2757
2013,75900,1344
2013,70000,2287
2013,72527,1942
2013,71381,2831
2013,70000,1479
2013,77950,2720
2013,74951,2159
2013,77543,2193
2013,73789,2979
2013,73853,1585
2013,70000,1194
2013,74560,1778
2013,75773,2155
2013,72003,2121
2013,77060,2299
2013,70000,1487
2013,77500,2231
2013,70000,540
2013,71579,2769
2013,73474,2881
2013,76870,2262
2013,74678,1558
2013,70000,1320
2013,70000,2177
2013,73652,2636
2013,75517,2867
2013,70000,764
2013,75660,785
2013,70000,2352
2013,70000,1960
2013,75935,1433
2013,73706,1643
2013,73894,897
2013,70000,1286
2013,70000,2031
2013,70000,1132
2013,70000,1898
2013,70926,1726
2013,71251,2375
2013,74496,567
2013,72295,2212
2013,70000,1650
2013,71279,548
2013,73553,1073
2013,72353,1736
2013,70000,1880
2013,71272,2498
2013,70995,2356
2013,74476,2782
2013,70000,2966
2013,70000,767
2013,71019,1604
2013,70343,2805
2013,75047,2843
2013,73033,2435
2013,76754,886
2013,70000,2201
2013,70000,2128
2013,70000,1128
2013,70000,1270
2013,71445,2063
2013,74114,1062
2013,76329,709
2013,70000,1409
2013,70132,1789
2013,70000,2496
2013,70000,2366
2013,75473,2342
2013,70000,2997
2013,73505,701
2013,75805,722
2013,70000,604
2013,75448,1931
2013,70000,2824
2013,70000,1413
2013,72604,2347
2013,72544,2310
2013,70000,1332
2013,70000,2091
2013,70000,2968
2013,72902,506
2013,70110,2987
2013,70189,1178
2013,77087,2443
2013,72378,1903
2013,70000,2135
2013,70000,1641
2013,70000,2541
2013,74596,859
2013,70251,2570
2013,74235,1564
2013,70000,1679
2013,70000,2742
2013,70000,1974
2013,72321,2323
2013,70000,2389
2013,72909,1553
2013,70588,2521
2013,70000,2620
2013,70000,874
2013,75644,2967
2013,75277,2181
2013,70891,1961
2013,77475,2319
2013,70000,1458
2013,70036,1630
2013,75512,2588
2013,76382,2227
2013,75822,896
2013,70000,2074
2013,70000,682
2013,77813,2312
2013,70000,1355
2013,70000,1052
2013,71841,1316
2013,71643,2072
2013,76139,1867
2013,70000,2300
2013,76005,2780
2013,75775,2929
2013,70000,1886
2013,70000,2017
2013,76451,1203
2013,77347,840
2013,76154,2330
2013,77080,1101
2013,70000,1391
2013,70997,903
2013,71354,1054
2013,77693,1659
2013,70000,1713
2013,74324,1380
2013,70000,1825
2013,70433,2596
2013,70093,2293
2013,76166,1497
2013,70000,1200
2013,75258,2468
2013,73623,1406
2013,70469,817
2013,77470,1847
2013,71256,831
2013,74398,1856
2013,75720,1435
2013,70000,2959
2013,70000,2274
2013,70000,1093
2013,70000,919
2013,70000,1489
2013,73667,1636
2013,76002,2181
2013,74518,2375
2013,70000,2210
2013,70237,1226
2013,75028,1866
2013,77448,2978
2013,75640,1358
